station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,vis1_coeff,precip
DEN,DENVER INTNL ARPT,2015-07-18 03:00,71,43,10,171,0.076,0,
ORD,CHICAGO O HARE,2015-07-18 04:00,77,70,9,140,0.141,0,
ATL,ATLANTA INTL ARPT,2015-07-18 04:00,82,72,4,146,0.151,0,
DEN,DENVER INTNL ARPT,2015-07-18 04:00,70,45,11,15,0.093,0,
DFW,DALLAS/FT WORTH,2015-07-18 04:00,87,68,9,156,0.064,0,
DEN,DENVER INTNL ARPT,2015-07-18 05:00,66,47,10,43,0.077,0,
DFW,DALLAS/FT WORTH,2015-07-18 05:00,86,69,11,160,0.067,0,
ORD,CHICAGO O HARE,2015-07-18 05:00,78,72,9,186,0.145,0,
ATL,ATLANTA INTL ARPT,2015-07-18 05:00,82,72,1,143,0.158,0,
DFW,DALLAS/FT WORTH,2015-07-18 06:00,86,69,12,169,0.065,0,
DEN,DENVER INTNL ARPT,2015-07-18 06:00,63,50,3,25,0.083,0,
ORD,CHICAGO O HARE,2015-07-18 06:00,77,72,9,200,0.136,0,
ATL,ATLANTA INTL ARPT,2015-07-18 06:00,81,72,2,157,0.162,0,
DEN,DENVER INTNL ARPT,2015-07-18 07:00,63,52,5,231,0.083,0,
LAX,LOS ANGELES INTL,2015-07-18 07:00,65,61,6,239,0.136,0,
ORD,CHICAGO O HARE,2015-07-18 07:00,77,70,8,240,0.124,0,
ATL,ATLANTA INTL ARPT,2015-07-18 07:00,79,71,2,220,0.153,0,
DFW,DALLAS/FT WORTH,2015-07-18 07:00,84,72,13,178,0.074,0,
LAX,LOS ANGELES INTL,2015-07-18 08:00,66,62,5,325,0.123,0,
DFW,DALLAS/FT WORTH,2015-07-18 08:00,84,72,16,185,0.091,0,
ORD,CHICAGO O HARE,2015-07-18 08:00,76,69,2,221,0.129,0,
DEN,DENVER INTNL ARPT,2015-07-18 08:00,61,50,6,254,0.089,0,
ATL,ATLANTA INTL ARPT,2015-07-18 08:00,79,71,2,162,0.148,0,
ATL,ATLANTA INTL ARPT,2015-07-18 09:00,78,71,0,135,0.152,0,
LAX,LOS ANGELES INTL,2015-07-18 09:00,65,61,3,281,0.131,0,
DFW,DALLAS/FT WORTH,2015-07-18 09:00,82,72,13,192,0.093,0,
ORD,CHICAGO O HARE,2015-07-18 09:00,73,70,6,161,0.171,0,
DEN,DENVER INTNL ARPT,2015-07-18 09:00,60,50,6,221,0.092,0,
DEN,DENVER INTNL ARPT,2015-07-18 10:00,61,49,8,237,0.086,0,
ATL,ATLANTA INTL ARPT,2015-07-18 10:00,76,70,1,248,0.177,0,
DFW,DALLAS/FT WORTH,2015-07-18 10:00,81,73,14,194,0.1,0,
ORD,CHICAGO O HARE,2015-07-18 10:00,74,71,4,179,0.163,0,
LAX,LOS ANGELES INTL,2015-07-18 10:00,65,61,3,324,0.122,0,
ATL,ATLANTA INTL ARPT,2015-07-18 11:00,76,71,1,184,0.193,0,
ORD,CHICAGO O HARE,2015-07-18 11:00,74,71,5,187,0.155,0,
DFW,DALLAS/FT WORTH,2015-07-18 11:00,80,73,12,191,0.109,0,
DEN,DENVER INTNL ARPT,2015-07-18 11:00,61,49,9,226,0.086,0,
LAX,LOS ANGELES INTL,2015-07-18 11:00,65,61,1,290,0.12,0,
LAX,LOS ANGELES INTL,2015-07-18 12:00,65,61,1,229,0.125,0,
DEN,DENVER INTNL ARPT,2015-07-18 12:00,60,48,8,213,0.082,0,
DFW,DALLAS/FT WORTH,2015-07-18 12:00,79,73,9,193,0.166,0,
ORD,CHICAGO O HARE,2015-07-18 12:00,75,72,4,183,0.167,0,
ATL,ATLANTA INTL ARPT,2015-07-18 12:00,79,72,1,184,0.17,0,
DEN,DENVER INTNL ARPT,2015-07-18 13:00,65,47,7,237,0.073,0,
DFW,DALLAS/FT WORTH,2015-07-18 13:00,81,72,13,193,0.126,0,
LAX,LOS ANGELES INTL,2015-07-18 13:00,66,62,2,296,0.124,0,
ORD,CHICAGO O HARE,2015-07-18 13:00,79,74,7,247,0.156,0,
ATL,ATLANTA INTL ARPT,2015-07-18 13:00,82,72,1,170,0.143,0,
ATL,ATLANTA INTL ARPT,2015-07-18 14:00,84,72,4,213,0.139,0,
LAX,LOS ANGELES INTL,2015-07-18 14:00,67,62,2,325,0.145,0,
DFW,DALLAS/FT WORTH,2015-07-18 14:00,83,71,15,195,0.121,0,
DEN,DENVER INTNL ARPT,2015-07-18 14:00,70,47,9,225,0.076,0,
ORD,CHICAGO O HARE,2015-07-18 14:00,81,75,6,266,0.16,0,
ATL,ATLANTA INTL ARPT,2015-07-18 15:00,88,74,2,194,0.141,0,
LAX,LOS ANGELES INTL,2015-07-18 15:00,68,63,3,230,0.17,0,
DFW,DALLAS/FT WORTH,2015-07-18 15:00,87,71,13,186,0.106,0,
ORD,CHICAGO O HARE,2015-07-18 15:00,81,73,10,30,0.153,0,
DEN,DENVER INTNL ARPT,2015-07-18 15:00,76,48,5,258,0.072,0,
LAX,LOS ANGELES INTL,2015-07-18 16:00,70,65,1,95,0.172,0,
DEN,DENVER INTNL ARPT,2015-07-18 16:00,80,45,4,47,0.064,0,
DFW,DALLAS/FT WORTH,2015-07-18 16:00,89,70,10,193,0.075,0,
ORD,CHICAGO O HARE,2015-07-18 16:00,78,69,15,88,0.15,0,
ATL,ATLANTA INTL ARPT,2015-07-18 16:00,88,71,2,202,0.143,0,
DEN,DENVER INTNL ARPT,2015-07-18 17:00,82,43,9,117,0.06,0,
LAX,LOS ANGELES INTL,2015-07-18 17:00,73,63,5,66,0.171,0,
ORD,CHICAGO O HARE,2015-07-18 17:00,82,70,11,102,0.131,0,
DFW,DALLAS/FT WORTH,2015-07-18 17:00,93,70,11,177,0.072,0,
ATL,ATLANTA INTL ARPT,2015-07-18 17:00,91,70,4,307,0.121,0,
ATL,ATLANTA INTL ARPT,2015-07-18 18:00,90,71,4,225,0.135,0,
DFW,DALLAS/FT WORTH,2015-07-18 18:00,94,69,10,199,0.064,0,
DEN,DENVER INTNL ARPT,2015-07-18 18:00,83,42,7,125,0.06,0,
ORD,CHICAGO O HARE,2015-07-18 18:00,84,73,10,138,0.152,0,
LAX,LOS ANGELES INTL,2015-07-18 18:00,77,63,8,101,0.203,0,
LAX,LOS ANGELES INTL,2015-07-18 19:00,83,53,9,123,0.114,0,
DFW,DALLAS/FT WORTH,2015-07-18 19:00,96,70,9,204,0.059,0,
ATL,ATLANTA INTL ARPT,2015-07-18 19:00,90,71,2,284,0.139,0,
ORD,CHICAGO O HARE,2015-07-18 19:00,88,75,11,171,0.189,0,
DEN,DENVER INTNL ARPT,2015-07-18 19:00,86,43,11,112,0.061,0,
DFW,DALLAS/FT WORTH,2015-07-18 20:00,97,69,10,205,0.05,0,
ORD,CHICAGO O HARE,2015-07-18 20:00,87,76,14,215,0.23,0,
LAX,LOS ANGELES INTL,2015-07-18 20:00,77,63,10,217,0.142,0,
DEN,DENVER INTNL ARPT,2015-07-18 20:00,88,43,15,118,0.062,0,
ATL,ATLANTA INTL ARPT,2015-07-18 20:00,91,72,6,196,0.13,0,
LAX,LOS ANGELES INTL,2015-07-18 21:00,76,62,4,197,0.207,0,
DEN,DENVER INTNL ARPT,2015-07-18 21:00,85,44,12,96,0.066,0,
DFW,DALLAS/FT WORTH,2015-07-18 21:00,98,69,10,182,0.063,0,
ORD,CHICAGO O HARE,2015-07-18 21:00,78,72,4,84,0.122,0,
ATL,ATLANTA INTL ARPT,2015-07-18 21:00,79,71,15,71,0.384,0,
ATL,ATLANTA INTL ARPT,2015-07-18 22:00,83,69,10,65,0.083,0,
ORD,CHICAGO O HARE,2015-07-18 22:00,73,71,14,2,1.696,0,
DEN,DENVER INTNL ARPT,2015-07-18 22:00,71,54,18,140,0.067,0,
DFW,DALLAS/FT WORTH,2015-07-18 22:00,97,66,9,183,0.056,0,
LAX,LOS ANGELES INTL,2015-07-18 22:00,69,59,4,295,0.191,0,
ATL,ATLANTA INTL ARPT,2015-07-18 23:00,87,71,3,102,0.095,0,
DFW,DALLAS/FT WORTH,2015-07-18 23:00,98,69,11,162,0.051,0,
LAX,LOS ANGELES INTL,2015-07-18 23:00,68,62,6,24,0.242,0,
ORD,CHICAGO O HARE,2015-07-18 23:00,78,72,1,302,0.101,0,
DEN,DENVER INTNL ARPT,2015-07-18 23:00,66,58,7,71,0.14,0,
DEN,DENVER INTNL ARPT,2015-07-19 00:00,64,59,6,98,0.102,0,
DFW,DALLAS/FT WORTH,2015-07-19 00:00,96,67,12,165,0.058,0,
LAX,LOS ANGELES INTL,2015-07-19 00:00,67,63,3,355,0.349,0.01,
ORD,CHICAGO O HARE,2015-07-19 00:00,79,73,6,175,0.109,0,
ATL,ATLANTA INTL ARPT,2015-07-19 00:00,85,71,2,184,0.112,0,
LAX,LOS ANGELES INTL,2015-07-19 01:00,68,63,5,355,0.156,0,
ORD,CHICAGO O HARE,2015-07-19 01:00,78,73,6,164,0.117,0,
DEN,DENVER INTNL ARPT,2015-07-19 01:00,66,60,8,108,0.068,0,
DFW,DALLAS/FT WORTH,2015-07-19 01:00,94,67,12,170,0.066,0,
ATL,ATLANTA INTL ARPT,2015-07-19 01:00,82,72,2,247,0.128,0,
ATL,ATLANTA INTL ARPT,2015-07-19 02:00,80,70,5,319,0.118,0,
LAX,LOS ANGELES INTL,2015-07-19 02:00,69,65,5,28,0.154,0,
DEN,DENVER INTNL ARPT,2015-07-19 02:00,64,58,5,146,0.074,0,
DFW,DALLAS/FT WORTH,2015-07-19 02:00,91,68,12,162,0.063,0,
ORD,CHICAGO O HARE,2015-07-19 02:00,77,72,8,181,0.128,0,
LAX,LOS ANGELES INTL,2015-07-19 03:00,70,66,6,56,0.151,0,
ATL,ATLANTA INTL ARPT,2015-07-19 03:00,80,70,2,322,0.135,0,
DEN,DENVER INTNL ARPT,2015-07-19 03:00,64,57,3,265,0.079,0,
ORD,CHICAGO O HARE,2015-07-19 03:00,77,72,5,194,0.137,0,
DFW,DALLAS/FT WORTH,2015-07-19 03:00,90,68,11,172,0.068,0,
DFW,DALLAS/FT WORTH,2015-07-19 04:00,89,68,12,173,0.074,0,
ORD,CHICAGO O HARE,2015-07-19 04:00,77,73,5,209,0.16,0,
LAX,LOS ANGELES INTL,2015-07-19 04:00,72,67,4,23,0.15,0,
DEN,DENVER INTNL ARPT,2015-07-19 04:00,62,58,3,23,0.082,0,
ATL,ATLANTA INTL ARPT,2015-07-19 04:00,78,71,4,252,0.152,0,
DEN,DENVER INTNL ARPT,2015-07-19 05:00,60,57,6,39,0.093,0,
ORD,CHICAGO O HARE,2015-07-19 05:00,79,71,8,240,0.112,0,
LAX,LOS ANGELES INTL,2015-07-19 05:00,72,67,2,52,0.147,0,
DFW,DALLAS/FT WORTH,2015-07-19 05:00,86,68,8,174,0.075,0,
ATL,ATLANTA INTL ARPT,2015-07-19 05:00,76,70,3,263,0.171,0,
ATL,ATLANTA INTL ARPT,2015-07-19 06:00,77,70,2,268,0.156,0,
DEN,DENVER INTNL ARPT,2015-07-19 06:00,58,55,5,27,0.097,0,
DFW,DALLAS/FT WORTH,2015-07-19 06:00,86,69,10,176,0.075,0,
ORD,CHICAGO O HARE,2015-07-19 06:00,78,71,7,256,0.11,0,
LAX,LOS ANGELES INTL,2015-07-19 06:00,73,67,2,25,0.155,0,
ORD,CHICAGO O HARE,2015-07-19 07:00,77,71,9,252,0.113,0,
LAX,LOS ANGELES INTL,2015-07-19 07:00,73,67,3,41,0.138,0,
DEN,DENVER INTNL ARPT,2015-07-19 07:00,58,55,6,358,0.14,0,
ATL,ATLANTA INTL ARPT,2015-07-19 07:00,77,70,4,96,0.151,0,
DFW,DALLAS/FT WORTH,2015-07-19 07:00,85,69,11,180,0.072,0,
DFW,DALLAS/FT WORTH,2015-07-19 08:00,84,69,10,199,0.077,0,
ORD,CHICAGO O HARE,2015-07-19 08:00,77,72,7,240,0.125,0,
DEN,DENVER INTNL ARPT,2015-07-19 08:00,59,56,4,304,0.184,0,
LAX,LOS ANGELES INTL,2015-07-19 08:00,75,68,8,48,0.128,0,
ATL,ATLANTA INTL ARPT,2015-07-19 08:00,76,70,1,214,0.195,0,
LAX,LOS ANGELES INTL,2015-07-19 09:00,75,68,6,36,0.131,0,
ORD,CHICAGO O HARE,2015-07-19 09:00,75,72,5,253,0.143,0,
DFW,DALLAS/FT WORTH,2015-07-19 09:00,82,69,10,192,0.075,0,
DEN,DENVER INTNL ARPT,2015-07-19 09:00,57,54,5,208,0.185,0,
ATL,ATLANTA INTL ARPT,2015-07-19 09:00,75,70,5,306,0.154,0,
ATL,ATLANTA INTL ARPT,2015-07-19 10:00,75,70,4,274,0.16,0,
ORD,CHICAGO O HARE,2015-07-19 10:00,76,72,5,284,0.137,0,
DFW,DALLAS/FT WORTH,2015-07-19 10:00,79,69,9,177,0.077,0,
DEN,DENVER INTNL ARPT,2015-07-19 10:00,57,54,6,209,0.231,0,
LAX,LOS ANGELES INTL,2015-07-19 10:00,74,68,6,50,0.122,0,
DEN,DENVER INTNL ARPT,2015-07-19 11:00,57,54,4,189,0.24,0,
ORD,CHICAGO O HARE,2015-07-19 11:00,75,72,5,287,0.133,0,
ATL,ATLANTA INTL ARPT,2015-07-19 11:00,75,70,2,308,0.15,0,
DFW,DALLAS/FT WORTH,2015-07-19 11:00,78,70,8,177,0.085,0,
LAX,LOS ANGELES INTL,2015-07-19 11:00,73,67,3,65,0.12,0,
ORD,CHICAGO O HARE,2015-07-19 12:00,77,72,7,295,0.123,0,
LAX,LOS ANGELES INTL,2015-07-19 12:00,73,67,1,47,0.126,0,
DFW,DALLAS/FT WORTH,2015-07-19 12:00,78,70,8,191,0.089,0,
DEN,DENVER INTNL ARPT,2015-07-19 12:00,56,54,6,187,0.265,0,
ATL,ATLANTA INTL ARPT,2015-07-19 12:00,77,70,2,305,0.128,0,
DFW,DALLAS/FT WORTH,2015-07-19 13:00,81,71,10,185,0.079,0,
LAX,LOS ANGELES INTL,2015-07-19 13:00,72,67,4,62,0.119,0,
DEN,DENVER INTNL ARPT,2015-07-19 13:00,59,56,6,178,0.283,0,
ORD,CHICAGO O HARE,2015-07-19 13:00,79,71,7,344,0.101,0,
ATL,ATLANTA INTL ARPT,2015-07-19 13:00,80,71,5,316,0.118,0,
ATL,ATLANTA INTL ARPT,2015-07-19 14:00,84,73,5,294,0.122,0,
DEN,DENVER INTNL ARPT,2015-07-19 14:00,65,59,5,248,0.136,0,
ORD,CHICAGO O HARE,2015-07-19 14:00,79,69,8,344,0.1,0,
LAX,LOS ANGELES INTL,2015-07-19 14:00,74,66,4,58,0.116,0,
DFW,DALLAS/FT WORTH,2015-07-19 14:00,83,71,10,206,0.069,0,
LAX,LOS ANGELES INTL,2015-07-19 15:00,79,67,4,60,0.108,0,
ATL,ATLANTA INTL ARPT,2015-07-19 15:00,87,74,7,316,0.128,0,
ORD,CHICAGO O HARE,2015-07-19 15:00,81,69,4,318,0.092,0,
DEN,DENVER INTNL ARPT,2015-07-19 15:00,68,56,3,69,0.076,0,
DFW,DALLAS/FT WORTH,2015-07-19 15:00,86,72,9,193,0.07,0,
ORD,CHICAGO O HARE,2015-07-19 16:00,83,70,7,224,0.092,0,
LAX,LOS ANGELES INTL,2015-07-19 16:00,82,66,4,117,0.104,0,
DEN,DENVER INTNL ARPT,2015-07-19 16:00,72,55,4,28,0.062,0,
DFW,DALLAS/FT WORTH,2015-07-19 16:00,89,72,7,195,0.063,0,
ATL,ATLANTA INTL ARPT,2015-07-19 16:00,89,74,6,334,0.114,0,
ATL,ATLANTA INTL ARPT,2015-07-19 17:00,90,74,7,323,0.109,0,
ORD,CHICAGO O HARE,2015-07-19 17:00,83,71,6,279,0.101,0,
DFW,DALLAS/FT WORTH,2015-07-19 17:00,91,71,7,174,0.065,0,
LAX,LOS ANGELES INTL,2015-07-19 17:00,,,1,179,0.103,,
DEN,DENVER INTNL ARPT,2015-07-19 17:00,74,57,4,329,0.082,0,
LAX,LOS ANGELES INTL,2015-07-19 18:00,85,69,8,248,0.143,0,
ORD,CHICAGO O HARE,2015-07-19 18:00,83,70,12,277,0.093,0,
DFW,DALLAS/FT WORTH,2015-07-19 18:00,93,70,5,192,0.053,0,
DEN,DENVER INTNL ARPT,2015-07-19 18:00,76,57,4,320,0.082,0,
ATL,ATLANTA INTL ARPT,2015-07-19 18:00,84,73,6,224,0.1,0,
DEN,DENVER INTNL ARPT,2015-07-19 19:00,81,53,8,324,0.064,0,
LAX,LOS ANGELES INTL,2015-07-19 19:00,83,68,10,250,0.129,0,
DFW,DALLAS/FT WORTH,2015-07-19 19:00,95,69,9,138,0.056,0,
ORD,CHICAGO O HARE,2015-07-19 19:00,83,66,14,292,0.091,0,
ATL,ATLANTA INTL ARPT,2015-07-19 19:00,86,75,7,211,0.1,0,
LAX,LOS ANGELES INTL,2015-07-19 20:00,82,68,12,254,0.167,0,
ORD,CHICAGO O HARE,2015-07-19 20:00,84,65,16,294,0.087,0,
DFW,DALLAS/FT WORTH,2015-07-19 20:00,97,67,11,177,0.052,0,
DEN,DENVER INTNL ARPT,2015-07-19 20:00,80,48,10,18,0.07,0,
ATL,ATLANTA INTL ARPT,2015-07-19 20:00,84,67,11,301,0.074,0,
ATL,ATLANTA INTL ARPT,2015-07-19 21:00,83,70,9,279,0.081,0,
DFW,DALLAS/FT WORTH,2015-07-19 21:00,98,65,12,170,0.058,0,
ORD,CHICAGO O HARE,2015-07-19 21:00,82,62,14,304,0.083,0,
LAX,LOS ANGELES INTL,2015-07-19 21:00,81,68,13,254,0.223,0,
DEN,DENVER INTNL ARPT,2015-07-19 21:00,82,46,9,324,0.065,0,
DEN,DENVER INTNL ARPT,2015-07-19 22:00,81,50,8,312,0.067,0,
ORD,CHICAGO O HARE,2015-07-19 22:00,83,60,12,327,0.078,0,
DFW,DALLAS/FT WORTH,2015-07-19 22:00,98,65,10,168,0.05,0,
LAX,LOS ANGELES INTL,2015-07-19 22:00,82,68,9,243,0.138,0,
ATL,ATLANTA INTL ARPT,2015-07-19 22:00,83,71,10,265,0.107,0,
DFW,DALLAS/FT WORTH,2015-07-19 23:00,97,65,12,168,0.059,0,
LAX,LOS ANGELES INTL,2015-07-19 23:00,83,66,11,253,0.115,0,
ORD,CHICAGO O HARE,2015-07-19 23:00,82,60,10,321,0.078,0,
DEN,DENVER INTNL ARPT,2015-07-19 23:00,80,48,3,348,0.065,0,
ATL,ATLANTA INTL ARPT,2015-07-19 23:00,84,73,6,308,0.085,0,
DEN,DENVER INTNL ARPT,2015-07-20 00:00,80,48,3,316,0.064,0,
DFW,DALLAS/FT WORTH,2015-07-20 00:00,96,67,11,172,0.067,0,
LAX,LOS ANGELES INTL,2015-07-20 00:00,76,69,10,242,0.166,0,
ORD,CHICAGO O HARE,2015-07-20 00:00,81,61,7,352,0.083,0,
ATL,ATLANTA INTL ARPT,2015-07-20 00:00,83,73,5,339,0.088,0,
ATL,ATLANTA INTL ARPT,2015-07-20 01:00,81,73,2,230,0.101,0,
LAX,LOS ANGELES INTL,2015-07-20 01:00,77,69,6,122,0.163,0,
DFW,DALLAS/FT WORTH,2015-07-20 01:00,93,66,10,161,0.065,0,
DEN,DENVER INTNL ARPT,2015-07-20 01:00,78,51,6,22,0.074,0,
ORD,CHICAGO O HARE,2015-07-20 01:00,77,58,5,328,0.089,0,
ORD,CHICAGO O HARE,2015-07-20 02:00,76,58,2,256,0.096,0,
DFW,DALLAS/FT WORTH,2015-07-20 02:00,92,67,10,169,0.073,0,
DEN,DENVER INTNL ARPT,2015-07-20 02:00,76,51,0,187,0.078,0,
LAX,LOS ANGELES INTL,2015-07-20 02:00,75,71,3,117,0.33,0,
ATL,ATLANTA INTL ARPT,2015-07-20 02:00,79,73,5,274,0.105,0,
ATL,ATLANTA INTL ARPT,2015-07-20 03:00,78,72,6,272,0.104,0,
DFW,DALLAS/FT WORTH,2015-07-20 03:00,89,68,8,155,0.082,0,
LAX,LOS ANGELES INTL,2015-07-20 03:00,75,69,4,198,0.203,0.01,
DEN,DENVER INTNL ARPT,2015-07-20 03:00,71,58,6,180,0.086,0,
ORD,CHICAGO O HARE,2015-07-20 03:00,72,61,3,257,0.102,0,
DEN,DENVER INTNL ARPT,2015-07-20 04:00,70,57,4,196,0.085,0,
LAX,LOS ANGELES INTL,2015-07-20 04:00,75,70,7,47,0.128,0,
DFW,DALLAS/FT WORTH,2015-07-20 04:00,88,69,8,164,0.079,0,
ORD,CHICAGO O HARE,2015-07-20 04:00,71,61,2,276,0.107,0,
ATL,ATLANTA INTL ARPT,2015-07-20 04:00,77,71,6,269,0.099,0,
ATL,ATLANTA INTL ARPT,2015-07-20 05:00,76,71,5,272,0.111,0,
DFW,DALLAS/FT WORTH,2015-07-20 05:00,86,69,9,162,0.084,0,
LAX,LOS ANGELES INTL,2015-07-20 05:00,76,70,9,46,0.125,0,
ORD,CHICAGO O HARE,2015-07-20 05:00,68,61,1,198,0.119,0,
DEN,DENVER INTNL ARPT,2015-07-20 05:00,70,57,6,228,0.103,0,
DEN,DENVER INTNL ARPT,2015-07-20 06:00,68,58,7,233,0.094,0,
DFW,DALLAS/FT WORTH,2015-07-20 06:00,85,70,9,174,0.09,0,
ORD,CHICAGO O HARE,2015-07-20 06:00,66,61,2,270,0.132,0,
LAX,LOS ANGELES INTL,2015-07-20 06:00,77,68,8,52,0.117,0,
ORD,CHICAGO O HARE,2015-07-20 07:00,66,61,5,283,0.121,0,
DFW,DALLAS/FT WORTH,2015-07-20 07:00,84,70,6,191,0.094,0,
LAX,LOS ANGELES INTL,2015-07-20 07:00,76,69,10,49,0.116,0,
DEN,DENVER INTNL ARPT,2015-07-20 07:00,67,56,7,243,0.094,0,
DFW,DALLAS/FT WORTH,2015-07-20 08:00,82,70,7,191,0.098,0,
LAX,LOS ANGELES INTL,2015-07-20 08:00,75,67,10,98,0.102,0,
ORD,CHICAGO O HARE,2015-07-20 08:00,67,61,5,295,0.111,0,
DEN,DENVER INTNL ARPT,2015-07-20 08:00,64,55,6,226,0.095,0,
DFW,DALLAS/FT WORTH,2015-07-20 09:00,83,70,9,197,0.098,0,
DEN,DENVER INTNL ARPT,2015-07-20 09:00,63,54,6,268,0.101,0,
ORD,CHICAGO O HARE,2015-07-20 09:00,65,61,4,265,0.113,0,
LAX,LOS ANGELES INTL,2015-07-20 09:00,74,66,9,87,0.105,0,
DFW,DALLAS/FT WORTH,2015-07-20 10:00,82,70,9,203,0.102,0,
ORD,CHICAGO O HARE,2015-07-20 10:00,65,61,3,265,0.129,0,
DEN,DENVER INTNL ARPT,2015-07-20 10:00,60,48,9,342,0.079,0,
LAX,LOS ANGELES INTL,2015-07-20 10:00,74,66,6,126,0.105,0,
ORD,CHICAGO O HARE,2015-07-20 11:00,64,61,3,254,0.147,0,
DEN,DENVER INTNL ARPT,2015-07-20 11:00,61,45,5,303,0.078,0,
DFW,DALLAS/FT WORTH,2015-07-20 11:00,82,70,9,204,0.113,0,
LAX,LOS ANGELES INTL,2015-07-20 11:00,74,66,3,127,0.107,0,
ORD,CHICAGO O HARE,2015-07-20 12:00,68,61,5,264,0.113,0,
LAX,LOS ANGELES INTL,2015-07-20 12:00,75,66,3,44,0.106,0,
DFW,DALLAS/FT WORTH,2015-07-20 12:00,79,71,7,180,0.125,0,
DEN,DENVER INTNL ARPT,2015-07-20 12:00,59,47,7,259,0.082,0,
DEN,DENVER INTNL ARPT,2015-07-20 13:00,63,47,7,231,0.07,0,
DFW,DALLAS/FT WORTH,2015-07-20 13:00,83,71,7,198,0.113,0,
LAX,LOS ANGELES INTL,2015-07-20 13:00,74,66,4,95,0.107,0,
ORD,CHICAGO O HARE,2015-07-20 13:00,72,62,4,272,0.118,0,
DFW,DALLAS/FT WORTH,2015-07-20 14:00,87,68,10,226,0.1,0,
DEN,DENVER INTNL ARPT,2015-07-20 14:00,69,44,4,251,0.073,0,
ORD,CHICAGO O HARE,2015-07-20 14:00,77,60,8,280,0.103,0,
LAX,LOS ANGELES INTL,2015-07-20 14:00,75,67,4,94,0.113,0,
ORD,CHICAGO O HARE,2015-07-20 15:00,80,61,11,272,0.098,0,
DFW,DALLAS/FT WORTH,2015-07-20 15:00,89,68,10,205,0.093,0,
DEN,DENVER INTNL ARPT,2015-07-20 15:00,74,42,7,332,0.059,0,
DFW,DALLAS/FT WORTH,2015-07-20 16:00,92,66,13,191,0.08,0,
DEN,DENVER INTNL ARPT,2015-07-20 16:00,75,41,4,329,0.056,0,
ORD,CHICAGO O HARE,2015-07-20 16:00,79,62,9,256,0.101,0,
ATL,ATLANTA INTL ARPT,2015-07-20 16:00,88,74,6,298,0.148,0,
ORD,CHICAGO O HARE,2015-07-20 17:00,81,63,9,253,0.095,0,
ATL,ATLANTA INTL ARPT,2015-07-20 17:00,91,74,4,285,0.14,0,
DFW,DALLAS/FT WORTH,2015-07-20 17:00,94,66,9,213,0.082,0,
DEN,DENVER INTNL ARPT,2015-07-20 17:00,78,41,5,255,0.064,0,
ATL,ATLANTA INTL ARPT,2015-07-20 18:00,91,71,9,260,0.139,0,
DEN,DENVER INTNL ARPT,2015-07-20 18:00,79,41,6,192,0.063,0,
DFW,DALLAS/FT WORTH,2015-07-20 18:00,97,66,7,210,0.072,0,
ORD,CHICAGO O HARE,2015-07-20 18:00,82,61,13,248,0.107,0,
DFW,DALLAS/FT WORTH,2015-07-20 19:00,97,66,5,155,0.065,0,
ORD,CHICAGO O HARE,2015-07-20 19:00,85,65,11,248,0.139,0,
DEN,DENVER INTNL ARPT,2015-07-20 19:00,82,39,,,0.062,0,
ATL,ATLANTA INTL ARPT,2015-07-20 19:00,92,73,7,246,0.125,0,
ATL,ATLANTA INTL ARPT,2015-07-20 20:00,93,73,9,271,0.134,0,
ORD,CHICAGO O HARE,2015-07-20 20:00,83,65,10,254,0.096,0,
DFW,DALLAS/FT WORTH,2015-07-20 20:00,97,64,7,195,0.073,0,
DEN,DENVER INTNL ARPT,2015-07-20 20:00,83,38,2,82,0.07,0,
DEN,DENVER INTNL ARPT,2015-07-20 21:00,83,36,6,178,0.068,0,
ORD,CHICAGO O HARE,2015-07-20 21:00,82,64,12,265,0.11,0,
ATL,ATLANTA INTL ARPT,2015-07-20 21:00,92,70,11,243,0.106,0,
DFW,DALLAS/FT WORTH,2015-07-20 21:00,98,65,10,146,0.059,0,
DEN,DENVER INTNL ARPT,2015-07-20 22:00,86,36,,,0.067,0,
DFW,DALLAS/FT WORTH,2015-07-20 22:00,99,63,11,144,0.054,0,
ATL,ATLANTA INTL ARPT,2015-07-20 22:00,92,70,9,251,0.105,0,
ORD,CHICAGO O HARE,2015-07-20 22:00,81,68,10,298,0.107,0,
DEN,DENVER INTNL ARPT,2015-07-20 23:00,81,38,9,156,0.072,0,
ORD,CHICAGO O HARE,2015-07-20 23:00,81,69,5,241,0.117,0,
DFW,DALLAS/FT WORTH,2015-07-20 23:00,98,61,13,148,0.067,0,
ATL,ATLANTA INTL ARPT,2015-07-20 23:00,90,71,10,277,0.104,0,
ORD,CHICAGO O HARE,2015-07-21 00:00,81,69,9,255,0.108,0,
DEN,DENVER INTNL ARPT,2015-07-21 00:00,79,40,10,180,0.067,0,
DFW,DALLAS/FT WORTH,2015-07-21 00:00,98,63,11,188,0.054,0,
ATL,ATLANTA INTL ARPT,2015-07-21 00:00,88,72,5,267,0.107,0,
LAX,LOS ANGELES INTL,2015-07-21 01:00,74,69,9,259,0.095,0,
ATL,ATLANTA INTL ARPT,2015-07-21 01:00,87,72,8,304,0.117,0,
ORD,CHICAGO O HARE,2015-07-21 01:00,79,69,10,263,0.111,0,
DEN,DENVER INTNL ARPT,2015-07-21 01:00,75,48,15,213,0.065,0,
